timestamp,#4发电机有功功率362,#4发电机有功功率2_364,#4发电机有功功率3_365,#4发电机有功功率1_363,机组负荷指令_367,主蒸汽流量264,主蒸汽流量259,主蒸汽流量263,风量比值176,总风量198,风量指令信号148,给泵汽机A主蒸汽压力251,B侧二次风量2_158,总二次风量200,#4机组B侧二次风量163,B侧二次风量1_157,A侧二次风量2_142,末级再热器出口B压力310,墙式再热器前墙进口集箱A压力307,墙式再热器前墙进口集箱B压力308,末级再热器出口A压力309,给泵汽机B主蒸汽压力252,汽包压力2235,汽包压力3236,汽包压力均值234,汽包压力1_233,总一次风量199,汽包压力237,B侧二次风量3_159,#4机组A侧二次风量147,A侧二次风量1_141,A侧二次风量3_143,至高压缸的主蒸汽压力248,至高压缸的主蒸汽压力250,至高压缸的主蒸汽压力_249,主蒸汽压力#2_277,主蒸汽压力#1276,AGC控制指令_361,A磨总一次风量149,B2侧容量风量负荷162,target
2021-07-20 07:00:00,-0.5978829839471327,-0.5938331920087679,-0.5950489739996392,-0.5949871307864439,-0.4117101471776453,-0.7143057995039505,-0.7137552570375413,-0.7154543046244553,-0.7151303093841658,-0.715544244585231,-0.7307072644659707,-0.6797172411670064,-0.7675737744358259,-0.7923850990394562,-0.7891808923075168,-0.7902546252748035,-0.7915245415701629,-1.1428900066936747,-0.7426112943711113,-0.7436033232293399,-1.1232424813397255,-1.1189722706409577,-0.7114506063636673,-0.7238396195576076,-0.7402366297534261,-0.7403787139019159,-0.49417439555394044,-0.6773968866968962,-0.8618087886128587,-0.8846833336496601,-0.8826821622248999,-0.8871238092697834,-0.6878349397467797,-0.6890543061962037,-0.6824738582145811,-0.5735492100634698,-0.5735492100634698,-0.8149265282279691,-0.7381076116225774,-0.5805601334486384,164.83514921465968
2021-07-20 08:00:00,-0.5953440955746101,-0.5917727420167541,-0.5927794144057243,-0.5933522804405326,-0.4117101471776453,-1.0322567400245601,-1.0321593908593267,-1.0365472965223164,-0.9783496744786037,-0.9769285575454697,-1.0038551614492233,-1.0376438898268843,-0.9140063023666576,-0.9479750977351211,-0.9295667066155776,-0.9367913735963518,-0.9655849457097925,-1.1428900066936747,-1.1546715957769536,-1.152090337141537,-1.1232424813397255,-1.1189722706409577,-0.6567549608881984,-0.64509174417159,-0.6537149139522771,-0.6531089933993808,-1.069769121614456,-0.6070560520730837,-1.0208041158108165,-1.0632546244844057,-1.0646928509184883,-1.0682510671572838,-0.5841027778710949,-0.5836501410107168,-0.5145203911627891,-0.4976924409321545,-0.4976924409321545,-0.8149265282279691,-0.8168475388710468,-1.2339971342868996,164.89903431734317
2021-07-20 09:00:00,-0.36441458090775103,-0.3610867998728807,-0.3670102032921942,-0.3595540625972145,-0.4117101471776453,-0.7886265841661868,-0.8053563958542649,-0.8176648597601774,-0.7495709697381884,-0.7494855234760269,-0.8076423742030877,-0.9183352718956499,-0.7148812109651516,-0.7421461883445162,-0.7320551711300424,-0.7304967779214155,-0.7576748050513663,-0.9959735682366734,-0.9983483048295345,-1.0002322428701387,-1.0044891386762436,-0.9960881264142971,-0.4500887147773933,-0.4679290955670119,-0.4801955715749611,-0.4639251460423364,-0.802374551458734,-0.4512633114353631,-0.8080140861374768,-0.8365440155688553,-0.8440954573522785,-0.8445458769297476,-0.39079542141953594,-0.3899879001706049,-0.3895612186923702,-0.37126449237996256,-0.37126449237996256,-0.6081290068007368,-0.31477022528927934,-1.1769679287268195,178.51978970588235
2021-07-20 10:00:00,0.604595580539126,0.6175702060722797,0.6102468098966004,0.614588932066792,0.7185232886010691,0.30024164799407116,0.3075866107977508,0.33584178678923504,0.4405013467753957,0.4500299538011941,0.5313452447436348,0.3053320208541249,0.38133398192842893,0.3658664433349598,0.35546762718353864,0.3420651611616712,0.36121604428638315,0.27175976441446525,0.3055192069325101,0.31720847079162623,0.2736183916698026,0.29538565439198955,0.5879198757296192,0.5915305919059299,0.5909974083422395,0.5897967814323536,0.6217033928492978,0.4942538951043305,0.36087708532993706,0.34725682963244847,0.352140158971906,0.35919183641692004,0.6172531936885097,0.618279098148614,0.6470133952924313,0.46315996806450443,0.46315996806450443,0.5024706972395784,1.0220919569322016,0.6288309617129979,237.0338293478261
2021-07-20 11:00:00,0.9410255496619977,0.940767668375637,0.9420455564774348,0.9408189306652124,0.9779839724768747,0.637283966114535,0.6412024883116535,0.6402132075956465,0.6964462624005163,0.696445613781201,0.6990879749597219,0.6485963409539455,0.5699712127590959,0.5731453699048511,0.5607988971407715,0.5570844213835114,0.5854360834969093,0.6598058209320554,0.66975044101133,0.6373961667026746,0.6590578983139963,0.663169638657987,1.1157768864298858,1.101531299442083,1.1266867941112642,1.1262725760172383,1.0108257049785354,1.0704974295696057,0.5674039610439583,0.5953299836674522,0.5969115217162347,0.5950421046244502,1.1783978872885152,1.1799215831630274,1.187826004548593,1.1458708902463408,1.1458708902463408,1.0441136971918765,1.6594516562673445,1.417393868550237,256.14844067164177
2021-07-20 12:00:00,0.9401232683407821,0.937628485284231,0.9391169552254154,0.9378785458253821,0.9779839724768747,0.6372675838682055,0.6387954262029759,0.6421252927476343,0.7432286203818419,0.7434544021926554,0.7440212456014168,0.6485963409539455,0.596186543600729,0.6156365882093425,0.5955334108119557,0.5840201158511562,0.62472565560888,0.6443970778580624,0.6332890250239002,0.641055536355099,0.6446734537132108,0.663169638657987,1.0216864505118115,1.0224962610411685,1.034318786543265,1.0313586179124214,1.0801684442932558,1.0007658642291013,0.5985966752984498,0.6476817354862997,0.642753757197796,0.6419570911285062,1.09119198196102,1.092328075729554,1.0819695182015692,1.1458708902463408,1.1458708902463408,1.0400235259770498,1.9151873933220958,1.417393868550237,255.9605557620818
2021-07-20 13:00:00,0.9398861555726759,0.9382647906222337,0.9393700435709308,0.9379037258907656,0.9779839724768747,0.637574564830939,0.6402609519297192,0.638961396207105,0.6854019056953928,0.6848136311520201,0.6820066199773499,0.6485963409539455,0.5511462890000896,0.5570836804365736,0.5393401285647186,0.5399751159331434,0.5662833262135812,0.6443970778580624,0.6332890250239002,0.641055536355099,0.6446734537132108,0.663169638657987,1.07409955717737,1.0757347407666478,1.0852960783019707,1.084756109251135,1.0232058357884115,1.0454471258243951,0.5525266794736114,0.5818892823033435,0.5794933781655037,0.5776601580560257,1.1555204391874887,1.1564284465073758,1.1510176618462888,1.1964420696672164,1.1964420696672164,1.0339433135659757,1.7306202535427637,1.4334778192053674,255.96482544802868
2021-07-20 14:00:00,0.9410979192679165,0.9376788028190975,0.9391867107819789,0.9375872263035335,0.9779839724768747,0.6495328089470371,0.651074856231673,0.6506758837055726,0.5100579922997726,0.5102116850971476,0.5040341588893659,0.6485963409539455,0.3344330210396518,0.3357210251367509,0.3294322272214806,0.31891463676735643,0.330173491359965,0.6443970778580624,0.6332890250239002,0.641055536355099,0.6446734537132108,0.663169638657987,1.064422204598958,1.0660684826745737,1.074218982630475,1.0732997134652293,0.9834609292136083,1.032700311657805,0.31865043163712525,0.33991776208341473,0.32831200666650123,0.327586988670808,1.1393089498585418,1.1393925235407274,1.1343492065968592,1.1964420696672164,1.1964420696672164,1.0392952696905877,1.6005509691326436,1.4413835997894817,255.98410263157893
2021-07-20 15:00:00,0.9404527063342981,0.9385921811606587,0.9393849950107557,0.9382011944848538,0.9779839724768747,0.6536836821013621,0.6546923766662925,0.6558464135819084,0.4951917185929404,0.4961887723282121,0.4964928854036284,0.6485963409539455,0.34191815703682565,0.33110425728584447,0.3208334527163375,0.3291035623559886,0.3383992306583591,0.6443970778580624,0.6332890250239002,0.641055536355099,0.6446734537132108,0.663169638657987,1.070215248168186,1.0714055086758874,1.0805033650482525,1.0823600443976897,0.9408129984446175,1.040718716811615,0.3238036253879247,0.33465832842984455,0.3373886721678945,0.3351312908433741,1.1471543294156594,1.148533416826794,1.1440900174563648,1.1964420696672164,1.1964420696672164,1.042455678480635,1.5240478605207723,1.4156006377614698,255.9666488888889
2021-07-20 16:00:00,1.0433405304725187,1.0400578667827067,1.0433197056727317,1.0392910216168743,1.0159062108277421,0.7840850866969947,0.796211052001159,0.8013315438474827,0.8397678256734364,0.8398821598874542,0.8673510461876759,0.7906452852723951,0.6840817644291712,0.7033149605254427,0.6948380505104428,0.673953732150379,0.7016264589360256,0.8238238150061823,0.8258812034048036,0.8267783017397258,0.8248074753225884,0.8078153417173961,1.141586071558394,1.1430651377358119,1.1526035177247933,1.145098653922622,1.2008655202274705,1.0983684416882016,0.6969289703350705,0.7337903441081448,0.7209388024875704,0.72113705828377,1.1967636075172905,1.1972045746280695,1.191678628995191,1.1964420696672182,1.1964420696672182,1.1555660506310963,1.2200875383862646,1.1365292516404293,262.00137885304656
