timestamp,p_mbar,T_degC,Tpot_K,Tdew_degC,rh_percent,VPmax_mbar,VPact_mbar,VPdef_mbar,sh_g_kg,H2OC_mmol_mol,rho_g_m3,wv_m_s,max_wv_m_s,wd_deg,target
2021-07-20 07:29:36,,540.7819,,,,,,,,,,21.21804,23.16477,,164.5662
2021-07-20 07:29:52,,540.7819,,,,,,,,,,21.21804,23.16477,,164.4518
2021-07-20 07:30:03,,540.7819,,,,,,,,,,21.21804,23.16477,,164.5227
2021-07-20 07:30:14,,540.7819,,,,,,,,,,21.21804,22.88614,,164.5067
2021-07-20 07:30:41,,540.7819,,,,,,,,,,21.40665,22.88614,,164.7355
2021-07-20 07:30:58,,540.7819,,,,,,,,,,21.40665,22.88614,,164.9781
2021-07-20 07:31:09,,540.7819,,,,,,,,,,21.40665,22.79828,,165.1246
2021-07-20 07:31:19,,540.7819,,,,,,,,,,21.40665,22.59277,,165.0468
2021-07-20 07:31:36,,540.7819,,,,,,,,,13.74542,21.17855,22.97115,,165.3123
2021-07-20 07:31:52,,540.7819,,,,,,,,,13.74542,21.17855,22.97115,,165.2711
2021-07-20 07:32:03,,540.7819,,,,,,,,,13.74542,21.17855,22.97115,,165.3352
2021-07-20 07:32:14,,540.7819,,,,,,,,,13.74542,21.17855,22.97115,,165.175
2021-07-20 07:32:25,,540.7819,,,,,,,,,13.74542,21.17855,22.27033,,165.2436
2021-07-20 07:32:35,,540.7819,,,,,,,,,13.74542,21.17855,22.27033,,165.1063
2021-07-20 07:32:46,,540.7819,,,,,,,,,13.74542,21.17855,22.612,,165.1017
2021-07-20 07:32:57,,540.7819,,,,,,,,,13.74542,21.13228,22.52653,,165.2574
2021-07-20 07:33:13,,540.7819,,,,,,,,,13.74542,21.13228,22.81425,,165.2139
2021-07-20 07:33:30,,540.7819,,,,,,,,,13.74542,21.13228,22.81425,,165.2986
2021-07-20 07:33:41,,540.7819,,,,,,,,,13.74542,21.34207,22.92202,,165.2253
2021-07-20 07:33:51,,540.7819,,,,,,,,,13.74542,21.07058,22.63858,,165.1017
2021-07-20 07:34:08,,538.8492,,,,,,,,,13.74542,21.53756,22.95354,,165.175
2021-07-20 07:34:19,,538.8492,,,,,,,,,13.74542,21.53756,22.95354,,165.1841
2021-07-20 07:34:35,,538.8492,,,,,,,,,13.74542,21.53756,22.37984,,165.1795
2021-07-20 07:34:46,,538.8492,,,,,,,,,13.74542,21.23939,22.43261,,164.9804
2021-07-20 07:34:57,,538.8492,,,,,,,,,13.74542,21.23939,22.84813,,164.5067
2021-07-20 07:35:08,,538.8492,,,,,,,,,13.74542,21.23939,22.84813,,165.2207
2021-07-20 07:35:18,,538.8492,,,,,,,,,13.74542,21.23939,22.84813,,165.3901
2021-07-20 07:35:29,,538.8492,,,,,,,,,13.74542,21.23939,22.42706,,165.1841
2021-07-20 07:35:46,,538.8492,,,,,,,,,13.74542,21.23939,22.42706,,164.715
2021-07-20 07:35:56,,538.8492,,,,,,,,,13.74542,21.47782,22.71324,,165.0972
2021-07-20 07:36:07,,538.8492,,,,,,,,,13.74542,21.47782,22.71324,,165.1292
2021-07-20 07:36:24,,538.8492,,,,,,,,,13.74542,21.27054,22.47808,,165.0445
2021-07-20 07:36:34,,538.8492,,,,,,,,,13.74542,21.27054,22.47808,,164.937
2021-07-20 07:36:40,,538.8492,,,,,,,,,13.74542,21.27054,22.47808,,164.9873
2021-07-20 07:36:56,,538.8492,,,,,,,,,13.74542,21.27054,22.91979,,165.0605
2021-07-20 07:37:12,,538.8492,,,,,,,,,13.74542,21.46778,22.91979,,165.0743
2021-07-20 07:37:29,,538.8492,,,,,,,,,13.74542,21.46778,23.00978,,165.1612
2021-07-20 07:37:40,,538.8492,,,,,,,,,13.74542,21.46778,23.00978,,165.0148
2021-07-20 07:37:51,,538.8492,,,,,,,,,13.74542,21.46778,23.00978,,165.3031
2021-07-20 07:38:02,,538.8492,,,,,,,,,13.74542,21.46778,22.53357,,165.2024
2021-07-20 07:38:12,,538.8492,,,,,,,,,13.74542,21.4307,22.83911,,165.0537
2021-07-20 07:38:29,13.4,538.8492,,,,,,,,,13.74542,21.52843,22.59265,,164.8202
2021-07-20 07:38:39,13.4,538.8492,,,,,,,,,13.74542,21.16829,22.59265,,164.6394
2021-07-20 07:38:50,13.4,538.8492,,,,,,,,,13.74542,21.52425,22.79126,,164.6486
2021-07-20 07:39:07,13.4,538.8492,,,,,,,,,13.74542,21.22708,22.59594,,163.946
2021-07-20 07:39:17,13.4,538.8492,,,,,,,,,13.74542,21.42603,23.11951,,164.5204
2021-07-20 07:39:28,13.4,538.8492,,,,,,,,,13.74542,21.42603,22.56355,,164.8683
2021-07-20 07:39:55,13.4,538.8492,,,,,,,,,13.74542,21.23973,22.61902,,165.1292
2021-07-20 07:40:06,13.4,538.8492,,,,,,,,,14.07537,21.56874,23.2276,,165.1612
2021-07-20 07:40:17,13.4,538.8492,,,,,,,,,14.07537,21.56874,22.83546,,164.9369
2021-07-20 07:40:34,13.4,538.8492,,,,,,,,,14.07537,21.56874,22.83546,,164.8774
2021-07-20 07:40:44,13.4,538.8492,,,,,,,,,14.07537,21.25564,22.83546,,164.644
2021-07-20 07:40:55,13.4,538.8492,,,,,,,,,14.07537,21.25564,22.56243,,164.438
2021-07-20 07:41:12,13.4,538.8492,,,,,,,,,14.07537,21.25564,22.56243,,164.6577
2021-07-20 07:41:22,13.4,538.8492,,,,,,,,,14.07537,21.45682,22.82948,,164.6417
2021-07-20 07:41:50,13.4,538.8492,,,,,,,,,14.07537,21.36808,22.45823,,164.4495
2021-07-20 07:42:00,13.4,538.8492,,,,,,,,,14.07537,21.36808,22.92497,,164.5891
2021-07-20 07:42:17,13.4,538.8492,,,,,,,,,14.07537,21.36808,22.92497,,164.4289
2021-07-20 07:42:28,13.4,538.8492,,,,,,,,,14.07537,21.3834,22.40407,,164.3465
2021-07-20 07:42:39,13.4,538.8492,,,,,,,,,14.07537,21.7233,23.01933,,164.3785
2021-07-20 07:42:49,13.4,538.8492,,,,,,,,,14.07537,21.51479,22.53508,,164.3968
2021-07-20 07:43:06,13.4,538.8492,,,,,,,,,14.07537,21.70856,22.53508,,164.2412
2021-07-20 07:43:17,13.4,538.8492,,,,,,,,,14.07537,21.70856,22.53508,,164.2504
2021-07-20 07:43:27,13.4,538.8492,,,,,,,,,14.07537,21.43442,22.53508,,164.4975
2021-07-20 07:43:55,13.4,538.8492,,,,,,,,,14.07537,21.31682,22.62543,,164.6028
2021-07-20 07:44:05,13.4,538.8492,,,,,,,,,14.07537,21.31682,22.62543,,164.5433
2021-07-20 07:44:16,13.4,538.8492,,,,,,,,,14.07537,21.31682,22.62543,,164.5799
2021-07-20 07:44:33,13.4,538.8492,,,,,,,,,14.07537,21.2192,22.62543,,164.612
2021-07-20 07:44:43,13.4,538.8492,,,,,,,,,14.07537,21.46067,23.0946,,164.5273
2021-07-20 07:44:54,13.4,538.8492,,,,,,,,,14.07537,21.19475,22.64392,,164.3923
2021-07-20 07:45:11,13.4,538.8492,,,,,,,,,14.07537,21.43266,23.20186,,164.6394
2021-07-20 07:45:22,13.4,538.8492,,,,,,,,,14.07537,21.05877,22.84099,,164.5662
2021-07-20 07:45:32,13.4,538.8492,,,,,,,,,14.07537,21.05877,23.07735,,164.1406
2021-07-20 07:45:43,13.4,538.8492,,,,,,,,,14.07537,21.05877,22.6491,,164.5616
2021-07-20 07:46:00,13.4,538.8492,,,,,,,,,14.07537,21.2932,22.6491,,164.6669
2021-07-20 07:46:10,13.4,538.8492,,,,,,,,,14.07537,21.2932,22.26122,,164.5662
2021-07-20 07:46:21,13.4,538.8492,,,,,,,,,14.07537,21.31603,22.85947,,164.6669
2021-07-20 07:46:54,13.4,538.8492,,,,,,,,,14.07537,21.30068,22.83271,,164.8637
2021-07-20 07:47:05,13.4,538.8492,,,,,,,,,14.07537,21.10177,22.53065,,165.0926
2021-07-20 07:47:16,13.4,538.8492,,,,,,,,,14.07537,21.43182,22.92664,,164.9873
2021-07-20 07:47:26,13.4,538.8492,,,,,,,,,14.07537,21.43182,22.60294,,165.0834
2021-07-20 07:47:37,13.4,538.8492,,,,,,,,,14.07537,21.13461,22.65558,,165.1612
2021-07-20 07:47:54,13.4,538.8492,,,,,,,,,14.07537,21.13461,22.21405,,165.1841
2021-07-20 07:48:05,13.4,538.8492,,,,,,,,,14.07537,21.61587,22.77224,,165.0285
2021-07-20 07:48:15,13.4,538.8492,,,,,,,,,14.07537,21.61587,22.35392,,165.1017
2021-07-20 07:48:26,13.4,538.8492,,,,,,,,,14.07537,21.61587,22.35392,,165.1681
2021-07-20 07:48:43,13.4,538.8492,,,,,,,,,14.07537,21.20648,22.35392,,164.9576
2021-07-20 07:48:53,13.4,538.8492,,,,,,,,,14.07537,21.20648,22.8096,,165.0468
2021-07-20 07:49:04,13.4,538.8492,,,,,,,,,13.898,21.20648,22.36378,,164.8111
2021-07-20 07:49:21,13.4,538.8492,,,,,,,,,13.898,21.20648,22.79949,,164.9324
2021-07-20 07:49:37,13.4,538.8492,,,,,,,,,13.898,21.06363,22.79949,,165.1109
2021-07-20 07:49:48,13.4,538.8492,,,,,,,,,13.898,21.06363,22.79949,,165.088
2021-07-20 07:49:59,13.4,538.8492,,,,,,,,,13.898,21.3017,22.79949,,165.0148
2021-07-20 07:50:09,13.4,538.8492,,,,,,,,,13.898,21.3017,22.79949,,165.1109
2021-07-20 07:50:20,13.4,538.8492,,,,,,,,,13.898,21.3017,22.79949,,165.2024
2021-07-20 07:50:37,13.4,538.8492,,,,,,,,,13.898,21.4645,23.00959,,165.2207
2021-07-20 07:50:48,13.4,538.8492,,,,,,,,,13.898,21.18723,22.55867,,165.1681
2021-07-20 07:50:58,13.4,538.8492,,,,,,,,,13.898,21.18723,22.55867,,165.1063
2021-07-20 07:51:09,13.4,538.8492,,,,,,,,,13.898,21.18723,22.86535,,165.2345
2021-07-20 07:51:26,13.4,538.8492,,,,,,,,,13.898,21.40823,23.12346,,165.0926
2021-07-20 07:51:42,13.4,538.8492,,,,,,,,,13.898,21.27469,23.12346,,165.2299
2021-07-20 07:52:04,13.4,538.8492,,,,,,,,,13.898,21.52153,22.88401,,165.0193
2021-07-20 07:52:14,13.4,538.8492,,,,,,,,,13.898,21.52153,22.98119,,165.0651
2021-07-20 07:52:25,13.4,538.8492,,,,,,,,,13.898,21.52153,22.67877,,164.9209
2021-07-20 07:52:42,13.4,538.8492,,,,,,,,,13.898,21.52153,22.85226,,164.8179
2021-07-20 07:52:52,13.4,538.8492,,,,,,,,,13.898,21.31973,22.52858,,164.5296
2021-07-20 07:53:03,13.4,538.8492,,,,,,,,,13.898,21.31973,22.52858,,164.4243
2021-07-20 07:53:20,13.4,538.8492,,,,,,,,,13.898,21.44291,22.472,,164.438
2021-07-20 07:53:31,13.4,538.8492,,,,,,,,,13.898,21.44291,22.28684,,164.3877
2021-07-20 07:53:41,13.4,538.8492,,,,,,,,,13.898,21.44291,22.42918,,164.3694
2021-07-20 07:53:58,13.4,538.8492,,,,,,,,,13.8446,21.44291,22.94304,,164.493
2021-07-20 07:54:25,13.4,538.8492,,,,,,,,,13.8446,21.64405,22.87369,,164.3602
2021-07-20 07:54:36,13.4,538.8492,,,,,,,,,13.8446,21.19887,22.46525,,165.0614
2021-07-20 07:54:47,13.4,539.163,,,,,,,,,13.8446,21.19887,22.46525,,164.6852
2021-07-20 07:54:57,13.4,539.163,,,,,,,,,13.8446,21.19887,22.68035,,164.5753
2021-07-20 07:55:08,13.4,539.163,,,,,,,,,13.8446,21.49443,22.68035,,164.4655
2021-07-20 07:55:19,13.4,539.163,,,,,,,,,13.8446,21.34286,22.58571,,164.4609
2021-07-20 07:55:35,13.4,539.163,,,,,,,,,13.8446,21.34286,22.58571,,164.4289
2021-07-20 07:55:46,13.4,539.163,,,,,,,,,13.8446,21.51468,22.86829,,164.5387
2021-07-20 07:56:03,13.4,539.163,,,,,,,,,13.8446,21.28341,22.86829,,164.3236
2021-07-20 07:56:13,13.4,539.163,,,,,,,,,13.8446,21.28341,22.86829,,164.2366
2021-07-20 07:56:35,13.4,539.163,,,,,,,,,13.8446,21.28341,22.88756,,164.3785
2021-07-20 07:56:52,13.4,539.163,,,,,,,,,13.8446,21.28341,22.74645,,164.4472
2021-07-20 07:57:02,13.4,539.163,,,,,,,,,13.8446,21.28341,22.74645,,164.406
2021-07-20 07:57:13,13.4,539.163,,,,,,,,,13.8446,21.28341,22.91188,,164.4335
2021-07-20 07:57:30,13.4,539.163,,,,,,,,,13.8446,21.3551,22.91188,,164.5433
2021-07-20 07:57:40,13.4,539.163,,,,,,,,,13.8446,21.3551,22.91188,,164.6532
2021-07-20 07:57:51,13.4,539.163,,,,,,,,,13.8446,21.02186,22.44011,,164.6165
2021-07-20 07:58:08,13.4,539.163,,,,,,,,,13.8446,21.27136,22.80459,,164.8271
2021-07-20 07:58:24,13.4,539.163,,,,,,,,,13.8446,21.27136,22.80459,,164.9781
2021-07-20 07:58:35,13.4,539.163,,,,,,,,,13.8446,21.27136,22.80513,,165.001
2021-07-20 07:58:46,13.4,539.163,,,,,,,,,13.8446,21.27136,22.80513,,165.0743
2021-07-20 07:58:56,13.4,539.163,,,,,,,,,13.8446,21.12772,22.30143,,165.1978
2021-07-20 07:59:13,13.4,539.163,,,,,,,,,13.8446,21.12772,22.56708,,164.9552
2021-07-20 07:59:24,13.4,539.163,,,,,,,,,13.8446,21.12772,22.3694,,165.1567
2021-07-20 07:59:34,13.4,539.163,,,,,,,,,13.72635,21.12772,22.3694,,165.1704
2021-07-20 07:59:45,13.4,539.163,,,,,,,,,13.72635,21.54657,22.71205,,165.1384
2021-07-20 08:00:02,13.4,539.163,,,,,,,,,13.72635,21.54657,22.71205,,165.1292
2021-07-20 08:00:12,13.4,539.163,,,,,,,,,13.72635,21.54657,22.71205,,165.1818
2021-07-20 08:00:40,13.4,539.163,,,,,,,,,13.72635,21.36277,23.11914,,165.0193
2021-07-20 08:00:50,13.4,539.163,,,,,,,,,13.72635,21.50588,23.11914,,164.9186
2021-07-20 08:01:01,13.4,539.163,,,,,,,,,13.72635,21.50588,22.55474,,164.7584
2021-07-20 08:01:29,13.4,540.851,,,,,,,,,13.72635,21.50588,22.92278,,164.3305
2021-07-20 08:01:39,13.4,540.851,,,,,,,,,13.72635,21.50588,22.92278,,164.3831
2021-07-20 08:01:56,13.4,540.851,,,,,,,,,13.72635,21.37213,22.67873,,164.2137
2021-07-20 08:02:07,13.4,540.851,,,,,,,,,13.72635,21.62924,23.12547,,165.1429
2021-07-20 08:02:17,13.4,540.851,,,,,,,,,13.72635,21.62924,22.50171,,165.0422
2021-07-20 08:02:28,13.4,540.851,,,,,,,,,13.72635,21.62924,22.50171,,165.2253
2021-07-20 08:02:45,13.4,540.851,,,,,,,,,13.65006,21.56311,22.16077,,165.5412
2021-07-20 08:02:55,13.4,540.851,,,,,,,,,13.65006,21.56311,22.16077,,167.6879
2021-07-20 08:03:06,13.4,540.851,,,,,,,,,13.65006,21.20121,22.16077,,166.7977
2021-07-20 08:03:17,13.4,540.851,,,,,,,,,13.65006,21.20121,22.84865,,166.5482
2021-07-20 08:03:33,13.2,540.851,,,,,,,,,13.65006,21.20121,22.50373,,166.8915
2021-07-20 08:03:44,13.2,540.851,,,,,,,,,13.65006,21.50797,23.02654,,167.4293
2021-07-20 08:03:55,13.2,540.851,,,,,,,,,13.65006,21.28167,22.55412,,168.7911
2021-07-20 08:04:11,13.2,540.851,,,,,,,,,13.65006,21.51407,23.01738,,167.3401
2021-07-20 08:04:22,13.2,540.851,,,,,,,,,13.65006,21.28696,23.01738,,167.2394
2021-07-20 08:04:39,13.2,540.851,,,,,,,,,13.65006,21.51417,23.14362,,167.5689
2021-07-20 08:04:50,13.2,540.851,,,,,,,,,13.65006,21.51417,23.14362,,167.1982
2021-07-20 08:05:00,13.2,540.851,,,,,,,,,13.65006,21.51417,23.14362,,167.1753
2021-07-20 08:05:11,13.2,540.851,,,,,,,,,13.65006,21.37518,22.65658,,166.507
2021-07-20 08:05:28,13.2,537.7637,,,,,,,,,13.65006,21.74671,23.19244,,165.3214
2021-07-20 08:05:38,13.2,537.7637,,,,,,,,,13.65006,21.37489,22.53986,,165.4954
2021-07-20 08:05:55,13.2,537.7637,,,,,,,,,13.65006,21.61234,22.81677,,164.8225
2021-07-20 08:06:06,13.2,537.7637,,,,,,,,,13.65006,21.33969,22.38485,,164.9827
2021-07-20 08:06:27,13.2,537.7637,,,,,,,,,13.65006,21.22932,22.38485,,165.088
2021-07-20 08:06:38,13.2,537.7637,,,,,,,,,13.65006,21.48196,22.86856,,165.0972
2021-07-20 08:06:49,13.2,537.7637,,,,,,,,,13.65006,21.2668,22.62579,,164.9644
2021-07-20 08:07:00,13.2,537.7637,,,,,,,,,13.65006,21.62228,22.94905,,165.0056
2021-07-20 08:07:11,13.2,537.7637,,,,,,,,,13.65006,21.62228,22.94905,,164.7973
2021-07-20 08:07:22,13.2,537.7637,,,,,,,,,13.65006,21.21791,22.64742,,164.9736
2021-07-20 08:07:32,13.2,537.7637,,,,,,,,,13.65006,21.66196,23.09219,,164.9986
2021-07-20 08:07:49,13.2,537.7637,,,,,,,,,13.65006,21.4422,23.39362,,164.8134
2021-07-20 08:08:00,13.2,537.7637,,,,,,,,,13.65006,21.4422,23.39362,,164.8546
2021-07-20 08:08:10,13.2,537.7637,,,,,,,,,13.65006,21.43581,23.39362,,164.5799
2021-07-20 08:08:32,13.2,537.7637,,,,,,,,,13.65006,21.47351,22.66906,,164.7973
2021-07-20 08:08:48,13.2,537.7637,,,,,,,,,13.65006,21.70919,23.0835,,164.7172
2021-07-20 08:08:59,13.2,537.7637,,,,,,,,,13.65006,21.3825,22.91152,,164.7355
2021-07-20 08:09:16,13.2,537.7637,,,,,,,,,13.65006,21.66826,23.13083,,164.8408
2021-07-20 08:09:26,13.2,537.7637,,,,,,,,,13.65006,21.34461,22.60075,,164.7722
2021-07-20 08:09:37,13.2,537.7637,,,,,,,,,14.45491,21.59143,23.09272,,164.7539
2021-07-20 08:09:54,13.2,537.7637,,,,,,,,,14.45491,21.31276,22.78586,,164.6165
2021-07-20 08:10:05,13.2,537.7637,,,,,,,,,14.45491,21.64604,23.14683,,164.7744
2021-07-20 08:10:15,13.2,537.7637,,,,,,,,,14.45491,21.39084,22.84234,,164.6944
2021-07-20 08:10:26,13.2,537.7637,,,,,,,,,14.45491,21.72137,23.2269,,164.628
2021-07-20 08:10:43,13.2,537.7637,,,,,,,,,14.45491,21.31319,22.67874,,164.731
2021-07-20 08:10:53,13.2,537.7637,,,,,,,,,14.45491,21.62134,23.05963,,164.541
2021-07-20 08:11:04,13.9,537.7637,,,,,,,,,14.45491,21.27944,22.77869,,164.557
2021-07-20 08:11:21,13.9,537.7637,,,,,,,,,14.45491,21.27944,22.77869,,164.7676
2021-07-20 08:11:31,13.9,537.7637,,,,,,,,,14.45491,21.33166,22.68268,,166.2506
2021-07-20 08:11:42,13.9,537.7637,,,,,,,,,14.45491,21.64955,23.21138,,165.3581
2021-07-20 08:11:58,13.9,537.7637,,,,,,,,,14.45491,21.47944,22.8288,,165.3169
2021-07-20 08:12:09,13.9,537.7637,,,,,,,,,14.45491,21.69155,23.16361,,166.3308
2021-07-20 08:12:20,13.9,537.7637,,,,,,,,,14.45491,21.41452,22.62802,,165.1658
2021-07-20 08:12:37,13.9,537.7637,,,,,,,,,14.45491,21.89099,23.38962,,164.8408
2021-07-20 08:12:47,13.9,537.7637,,,,,,,,,14.45491,21.54734,22.76216,,164.5524
2021-07-20 08:13:04,13.9,537.7637,,,,,,,,,14.45491,21.54734,22.76081,,164.6875
2021-07-20 08:13:15,13.9,537.7637,,,,,,,,,14.45491,21.54734,22.76081,,164.6074
2021-07-20 08:13:25,13.9,537.7637,,,,,,,,,14.45491,21.77479,22.89702,,164.4792
2021-07-20 08:13:36,13.9,537.7637,,,,,,,,,14.45491,21.77479,22.36522,,164.4289
2021-07-20 08:13:47,13.9,537.7637,,,,,,,,,14.45491,21.77479,22.78113,,164.5021
2021-07-20 08:14:03,13.9,537.7637,,,,,,,,,14.45491,21.49181,22.77347,,164.6532
2021-07-20 08:14:25,13.9,537.7637,,,,,,,,,14.45491,21.67129,22.79967,,164.6852
2021-07-20 08:14:41,13.9,537.7637,,,,,,,,,14.45491,21.67129,23.3511,,164.7859
2021-07-20 08:14:52,13.9,537.7637,,,,,,,,,14.45491,21.40973,22.89483,,164.795
2021-07-20 08:15:03,13.9,537.7637,,,,,,,,,14.45491,21.78405,23.39928,,164.747
2021-07-20 08:15:19,13.9,541.2902,,,,,,,,,14.45491,21.48609,23.03992,,165.0331
2021-07-20 08:15:30,13.9,541.2902,,,,,,,,,14.45491,21.74851,23.35623,,165.0926
2021-07-20 08:15:41,13.9,541.2902,,,,,,,,,14.45491,21.74851,23.35623,,165.1292
2021-07-20 08:15:57,13.9,541.2902,,,,,,,,,14.45491,21.74851,23.35623,,164.9827
2021-07-20 08:16:25,13.9,541.2902,,,,,,,,,14.45491,21.7078,23.24988,,164.9598
2021-07-20 08:16:36,13.9,541.2902,,,,,,,,,14.45491,21.3809,22.5711,,165.2391
2021-07-20 08:16:46,13.9,541.2902,,,,,,,,,14.45491,21.6785,23.00231,,165.326
2021-07-20 08:16:57,13.9,541.2902,,,,,,,,,14.45491,21.38091,23.00231,,164.9644
2021-07-20 08:17:08,13.9,541.2902,,,,,,,,,14.45491,21.38091,23.00231,,165.001
2021-07-20 08:17:24,13.9,541.2902,,,,,,,,,14.45491,21.30789,22.67956,,165.1109
2021-07-20 08:17:35,13.9,541.2902,,,,,,,,,14.45491,21.72791,23.28193,,165.0788
2021-07-20 08:17:52,13.9,541.2902,,,,,,,,,14.45491,21.41952,22.94029,,164.882
2021-07-20 08:18:02,13.9,541.2902,,,,,,,,,14.45491,21.66848,23.55343,,164.5799
2021-07-20 08:18:13,13.9,541.2902,,,,,,,,,14.45491,21.66848,23.55343,,164.9049
2021-07-20 08:18:30,13.9,541.2902,,,,,,,,,14.45491,21.66848,22.98097,,164.8912
2021-07-20 08:18:40,13.9,541.2902,,,,,,,,,14.45491,21.66848,22.98097,,164.9553
2021-07-20 08:18:51,13.9,541.2902,,,,,,,,,14.45491,21.66848,22.98097,,164.6829
2021-07-20 08:19:02,13.9,541.2902,,,,,,,,,14.45491,21.08766,22.93313,,164.6806
2021-07-20 08:19:18,13.9,541.2902,,,,,,,,,14.45491,21.08766,23.23304,,165.0697
2021-07-20 08:19:29,13.9,539.2445,,,,,,,,,14.45491,21.08766,23.23304,,164.4609
2021-07-20 08:19:46,13.9,539.2445,,,,,,,,,14.45491,21.34204,22.6323,,164.4129
2021-07-20 08:19:56,13.9,539.2445,,,,,,,,,14.45491,21.13536,22.02702,,164.3968
2021-07-20 08:20:07,13.9,539.2445,,,,,,,,,14.36337,21.44049,22.51847,,164.4975
